序号,实体名,中文名,工业用途分类,软件模块分类,EXPRESS schema,说明链接
814,material_property,材料属性,材料 / 表面条件,属性 / 特征化（property & characterization）,material_property_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/material_and_other_engineering_properties/sys/4_schema.htm#material_property_definition_schema.material_property
815,material_property_representation,材料属性表示,渲染 / 外观 / 可视化 / 材料 / 表面条件,渲染 / 可视化（rendering & visualization） / 元模型 / 表示框架（representation framework） / 属性 / 特征化（property & characterization）,material_property_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/material_and_other_engineering_properties/sys/5_schema.htm#material_property_representation_schema.material_property_representation
816,mathematical_description,数学描述,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
817,maths_boolean_variable,数学布尔变量,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
818,maths_enum_literal,数学枚举字面量,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
819,maths_function,数学函数,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
820,maths_integer_variable,数学整数变量,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
821,maths_real_variable,数学实数变量,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
822,maths_space,数学空间,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
823,maths_string_variable,数学字符串变量,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
824,maths_tuple_literal,数学元组字面量,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
825,maths_value_precision_qualifier,数学值精度限定符,公差 / 尺寸 / 基准（PMI） / 表达式 / 数学 / 矩阵,检测 / PMI（inspection & tolerance） / 属性 / 特征化（property & characterization）,qualified_measure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/material_and_other_engineering_properties/sys/6_schema.htm#qualified_measure_schema.maths_value_precision_qualifier
826,maths_variable,数学变量,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
827,maximum_function,最大函数,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
828,measure_qualification,量资格,公差 / 尺寸 / 基准（PMI）,检测 / PMI（inspection & tolerance） / 属性 / 特征化（property & characterization）,qualified_measure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/material_and_other_engineering_properties/sys/6_schema.htm#qualified_measure_schema.measure_qualification
829,measure_representation_item,量表示项,渲染 / 外观 / 可视化,渲染 / 可视化（rendering & visualization） / 检测 / PMI（inspection & tolerance） / 元模型 / 表示框架（representation framework） / 属性 / 特征化（property & characterization）,qualified_measure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/material_and_other_engineering_properties/sys/6_schema.htm#qualified_measure_schema.measure_representation_item
830,measure_with_unit,带单位的量,电力 / 物理量 / 计量单位,检测 / PMI（inspection & tolerance）,measure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/19_schema.htm#measure_schema.measure_with_unit
831,mechanical_design_and_draughting_relationship,机械设计与制图关系,制图 / 标注 / 工程图,2D 绘图 / 草图（2D drafting & sketch） / 制图 / 工程图（drawing & annotation）,mechanical_design_presentation_representation_with_draughting_mim,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_presentation_representation_with_draughting/sys/5_mim.htm#mechanical_design_presentation_representation_with_draughting_mim.mechanical_design_and_draughting_relationship
832,mechanical_design_geometric_presentation_area,机械设计几何表示面积,渲染 / 外观 / 可视化,2D 绘图 / 草图（2D drafting & sketch） / 制图 / 工程图（drawing & annotation） / 渲染 / 可视化（rendering & visualization）,aic_mechanical_design_geometric_presentation,https://www.steptools.com/stds/smrl/data/resource_docs/mechanical_design_geometric_presentation/sys/4_schema.htm#aic_mechanical_design_geometric_presentation.mechanical_design_geometric_presentation_area
833,mechanical_design_geometric_presentation_representation,机械设计几何表示表示,渲染 / 外观 / 可视化,2D 绘图 / 草图（2D drafting & sketch） / 制图 / 工程图（drawing & annotation） / 渲染 / 可视化（rendering & visualization） / 元模型 / 表示框架（representation framework）,aic_mechanical_design_geometric_presentation,https://www.steptools.com/stds/smrl/data/resource_docs/mechanical_design_geometric_presentation/sys/4_schema.htm#aic_mechanical_design_geometric_presentation.mechanical_design_geometric_presentation_representation
834,mechanical_design_presentation_representation_with_draughting,带制图的机械设计表示表示,渲染 / 外观 / 可视化 / 制图 / 标注 / 工程图,2D 绘图 / 草图（2D drafting & sketch） / 制图 / 工程图（drawing & annotation） / 渲染 / 可视化（rendering & visualization） / 元模型 / 表示框架（representation framework）,mechanical_design_presentation_representation_with_draughting_mim,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_presentation_representation_with_draughting/sys/5_mim.htm#mechanical_design_presentation_representation_with_draughting_mim.mechanical_design_presentation_representation_with_draughting
835,mechanical_design_requirement_item_association,机械设计要求项关联,制图 / 标注 / 工程图 / 产品 / 配置 / 数据管理（PDM）,2D 绘图 / 草图（2D drafting & sketch） / 制图 / 工程图（drawing & annotation） / 数据管理 / 配置（PDM & configuration）,mechanical_design_features_and_requirements_mim,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_features_and_requirements/sys/5_mim.htm#mechanical_design_features_and_requirements_mim.mechanical_design_requirement_item_association
836,mechanical_design_shaded_presentation_area,机械设计着色表示面积,渲染 / 外观 / 可视化,2D 绘图 / 草图（2D drafting & sketch） / 制图 / 工程图（drawing & annotation） / 渲染 / 可视化（rendering & visualization）,aic_mechanical_design_shaded_presentation,https://www.steptools.com/stds/smrl/data/resource_docs/mechanical_design_shaded_presentation/sys/4_schema.htm#aic_mechanical_design_shaded_presentation.mechanical_design_shaded_presentation_area
837,mechanical_design_shaded_presentation_representation,机械设计着色表示表示,渲染 / 外观 / 可视化,2D 绘图 / 草图（2D drafting & sketch） / 制图 / 工程图（drawing & annotation） / 渲染 / 可视化（rendering & visualization） / 元模型 / 表示框架（representation framework）,aic_mechanical_design_shaded_presentation,https://www.steptools.com/stds/smrl/data/resource_docs/mechanical_design_shaded_presentation/sys/4_schema.htm#aic_mechanical_design_shaded_presentation.mechanical_design_shaded_presentation_representation
838,mechanism_representation,机构表示,机械 / 运动学 / 传动 / 渲染 / 外观 / 可视化,渲染 / 可视化（rendering & visualization） / 运动学 / 仿真（kinematics & simulation） / 元模型 / 表示框架（representation framework）,kinematic_structure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/6_schema.htm#kinematic_structure_schema.mechanism_representation
839,mechanism_state_representation,机构状态表示,机械 / 运动学 / 传动 / 渲染 / 外观 / 可视化,渲染 / 可视化（rendering & visualization） / 运动学 / 仿真（kinematics & simulation） / 元模型 / 表示框架（representation framework）,kinematic_state_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/7_schema.htm#kinematic_state_schema.mechanism_state_representation
840,milling_type_operation,铣削类型操作,NC / 数控加工（CAM）,制造 / 工艺规划（CAM & process planning）,aim-milling_type_operation,https://stepmfg.github.io/ap238/data/clause5.htm#aim-milling_type_operation
841,milling_type_strategy,铣削类型策略,NC / 数控加工（CAM）,制造 / 工艺规划（CAM & process planning）,aim-milling_type_strategy,https://stepmfg.github.io/ap238/data/clause5.htm#aim-milling_type_strategy
842,minimum_function,最小函数,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
843,minus_expression,减法表达式,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
844,minus_function,减函数,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
845,mod_expression,取模表达式,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
846,model_geometric_view,模型几何视图,制图 / 标注 / 工程图,2D 绘图 / 草图（2D drafting & sketch） / 制图 / 工程图（drawing & annotation）,mechanical_design_presentation_representation_with_draughting_mim,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_presentation_representation_with_draughting/sys/5_mim.htm#mechanical_design_presentation_representation_with_draughting_mim.model_geometric_view
847,modified_geometric_tolerance,修改的几何公差,公差 / 尺寸 / 基准（PMI）,检测 / PMI（inspection & tolerance）,shape_tolerance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/6_schema.htm#shape_tolerance_schema.modified_geometric_tolerance
848,modified_pattern,修改阵列,特征 / 加工特征,其他 / 通用基础,machining_feature_schema,https://www.steptools.com/stds/smrl/data/resource_docs/mechanical_features/sys/5_schema.htm#machining_feature_schema.modified_pattern
849,mult_expression,乘法表达式,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
850,multi_language_attribute_assignment,多语言属性赋值,产品 / 配置 / 数据管理（PDM）,数据管理 / 配置（PDM & configuration）,multi_linguism_mim,https://www.steptools.com/stds/smrl/data/modules/multi_linguism/sys/5_mim.htm#multi_linguism_mim.multi_language_attribute_assignment
851,multi_level_reference_designator,多层级引用代号,产品 / 配置 / 数据管理（PDM）,装配 / 结构（assembly & structure） / 数据管理 / 配置（PDM & configuration） / 外部引用 / 代理机制（external reference & proxy）,product_structure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/product_structure_configuration/sys/4_schema.htm#product_structure_schema.multi_level_reference_designator
852,multiple_arity_boolean_expression,多个元数布尔表达式,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
