序号,框类型,实体名,中文名,EXPRESS schema,说明链接
1893,属性引用框,material_designation,材料标识,material_property_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/material_and_other_engineering_properties/sys/4_schema.htm#material_property_definition_schema.material_designation
1894,属性引用框,measure_representation_item,量表示项,qualified_measure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/material_and_other_engineering_properties/sys/6_schema.htm#qualified_measure_schema.measure_representation_item
1895,属性引用框,organization,组织,person_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/20_schema.htm#person_organization_schema.organization
1896,属性引用框,organizational_project,组织项目,person_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/20_schema.htm#person_organization_schema.organizational_project
1897,属性引用框,person_and_organization,人员与组织,person_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/20_schema.htm#person_organization_schema.person_and_organization
1898,属性引用框,product,产品,aim-product,https://stepmfg.github.io/ap238/data/clause5.htm#aim-product
1899,属性引用框,product_category,产品类别,product_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/21_schema.htm#product_definition_schema.product_category
1900,属性引用框,product_class,产品类,product_class_mim,https://www.steptools.com/stds/smrl/data/modules/product_class/sys/5_mim.htm#product_class_mim.product_class
1901,属性引用框,product_concept,产品概念,product_concept_schema,https://www.steptools.com/stds/smrl/data/resource_docs/product_structure_configuration/sys/5_schema.htm#product_concept_schema.product_concept
1902,属性引用框,product_concept_feature,产品概念特征,product_concept_schema,https://www.steptools.com/stds/smrl/data/resource_docs/product_structure_configuration/sys/5_schema.htm#product_concept_schema.product_concept_feature
1903,属性引用框,product_concept_feature_category,产品概念特征类别,product_class_mim,https://www.steptools.com/stds/smrl/data/modules/product_class/sys/5_mim.htm#product_class_mim.product_concept_feature_category
1904,属性引用框,product_definition,产品定义,product_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/21_schema.htm#product_definition_schema.product_definition
1905,属性引用框,product_definition_formation,产品定义版本,aim-product_definition_formation,https://stepmfg.github.io/ap238/data/clause5.htm#aim-product_definition_formation
1906,属性引用框,product_definition_relationship,产品定义关系,product_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/21_schema.htm#product_definition_schema.product_definition_relationship
1907,属性引用框,product_identification,产品标识,specified_product_mim,https://www.steptools.com/stds/smrl/data/modules/specified_product/sys/5_mim.htm#specified_product_mim.product_identification
1908,属性引用框,property_definition,属性定义,product_property_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/22_schema.htm#product_property_definition_schema.property_definition
1909,属性引用框,property_definition_relationship,属性定义关系,material_property_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/material_and_other_engineering_properties/sys/4_schema.htm#material_property_definition_schema.property_definition_relationship
1910,属性引用框,representation,表示,representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/representation_structures/sys/4_schema.htm#representation_schema.representation
1911,属性引用框,security_classification,安全密级,security_classification_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/25_schema.htm#security_classification_schema.security_classification
1912,属性引用框,security_classification_level,安全分类层级,security_classification_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/25_schema.htm#security_classification_schema.security_classification_level
1913,属性引用框,shape_aspect_relationship,形状要素关系,product_property_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/22_schema.htm#product_property_definition_schema.shape_aspect_relationship
1914,属性引用框,shape_representation,形状表示,product_property_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/23_schema.htm#product_property_representation_schema.shape_representation
1915,属性引用框,usage_association,用法关联,information_rights_mim,https://www.steptools.com/stds/smrl/data/modules/information_rights/sys/5_mim.htm#information_rights_mim.usage_association
1916,属性引用框,versioned_action_request,多版本动作请求,action_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/4_schema.htm#action_schema.versioned_action_request
1917,属性引用框,identifier,标识符,DEFINED TYPE（图中虚线框）,
1918,属性引用框,label,标签,DEFINED TYPE（图中虚线框）,
1919,属性引用框,text,文本,DEFINED TYPE（图中虚线框）,
1920,属性引用框,applied_identification_assignment,应用标识赋值,identification_assignment_mim,https://www.steptools.com/stds/smrl/data/modules/identification_assignment/sys/5_mim.htm#identification_assignment_mim.applied_identification_assignment
1921,属性引用框,applied_organization_assignment,应用组织赋值,person_organization_assignment_mim,https://www.steptools.com/stds/smrl/data/modules/person_organization_assignment/sys/5_mim.htm#person_organization_assignment_mim.applied_organization_assignment
1922,属性引用框,action,动作,action_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/4_schema.htm#action_schema.action
1923,属性引用框,action_directive,动作指令,action_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/4_schema.htm#action_schema.action_directive
1924,属性引用框,action_method,动作方法,action_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/4_schema.htm#action_schema.action_method
1925,属性引用框,action_property,动作属性,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/process_structure_and_properties/ISO_10303-49_1998.pdf
1926,属性引用框,action_relationship,动作关系,action_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/4_schema.htm#action_schema.action_relationship
1927,属性引用框,action_request_solution,动作请求解,action_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/4_schema.htm#action_schema.action_request_solution
1928,属性引用框,applied_action_assignment,应用动作赋值,activity_mim,https://www.steptools.com/stds/smrl/data/modules/activity/sys/5_mim.htm#activity_mim.applied_action_assignment
1929,属性引用框,applied_classification_assignment,应用分类赋值,classification_assignment_mim,https://www.steptools.com/stds/smrl/data/modules/classification_assignment/sys/5_mim.htm#classification_assignment_mim.applied_classification_assignment
1930,属性引用框,applied_identification_assignment,应用标识赋值,identification_assignment_mim,https://www.steptools.com/stds/smrl/data/modules/identification_assignment/sys/5_mim.htm#identification_assignment_mim.applied_identification_assignment
1931,属性引用框,applied_organization_assignment,应用组织赋值,person_organization_assignment_mim,https://www.steptools.com/stds/smrl/data/modules/person_organization_assignment/sys/5_mim.htm#person_organization_assignment_mim.applied_organization_assignment
1932,属性引用框,applied_person_and_organization_assignment,应用人员与组织赋值,person_organization_assignment_mim,https://www.steptools.com/stds/smrl/data/modules/person_organization_assignment/sys/5_mim.htm#person_organization_assignment_mim.applied_person_and_organization_assignment
1933,属性引用框,action,动作,action_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/4_schema.htm#action_schema.action
1934,属性引用框,action_directive,动作指令,action_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/4_schema.htm#action_schema.action_directive
1935,属性引用框,action_property,动作属性,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/process_structure_and_properties/ISO_10303-49_1998.pdf
1936,属性引用框,applied_action_assignment,应用动作赋值,activity_mim,https://www.steptools.com/stds/smrl/data/modules/activity/sys/5_mim.htm#activity_mim.applied_action_assignment
1937,属性引用框,assembly_component_usage,装配组件用法,product_structure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/product_structure_configuration/sys/4_schema.htm#product_structure_schema.assembly_component_usage
